model,image_number,image_filename,ssim,psnr
Nano-Banana-Pro,55,image_055.png,0.17575741411478227,11.454723478171662
Nano-Banana-Pro,56,image_056.png,0.17218169760321325,11.425569325117202
Nano-Banana-Pro,57,image_057.png,0.168763130035095,11.485092358171922
Nano-Banana-Pro,58,image_058.png,0.16361227893042685,11.472349190305295
Nano-Banana-Pro,59,image_059.png,0.16271486083159037,11.269760057772729
Nano-Banana-Pro,60,image_060.png,0.16037778580201875,11.224629648195407
Nano-Banana-Pro,61,image_061.png,0.1602389281691545,11.273369079161064
Nano-Banana-Pro,62,image_062.png,0.1562304936087477,11.338137257401504
Nano-Banana-Pro,63,image_063.png,0.16112530033020214,11.424990509610264
Nano-Banana-Pro,64,image_064.png,0.16184595956145595,11.451530306399436
Nano-Banana-Pro,65,image_065.png,0.15909116682953814,11.489509508346277
Nano-Banana-Pro,66,image_066.png,0.1603160171695494,11.575782888684076
Nano-Banana-Pro,67,image_067.png,0.16051133401071555,11.630533349983489
Nano-Banana-Pro,68,image_068.png,0.15082196511482973,11.513956436072238
Nano-Banana-Pro,69,image_069.png,0.14792317801563415,11.407738811653203
Nano-Banana-Pro,70,image_070.png,0.14705216648721112,11.441380934757886
Nano-Banana-Pro,71,image_071.png,0.14414103518784507,11.4822962298075
Nano-Banana-Pro,72,image_072.png,0.1457247140422187,11.521559792438952
Nano-Banana-Pro,73,image_073.png,0.14358421012264594,11.574379734697292
Nano-Banana-Pro,74,image_074.png,0.14495400550112617,11.590954057695335
Nano-Banana-Pro,75,image_075.png,0.1410448763594765,11.583266245605463
Nano-Banana-Pro,76,image_076.png,0.14360582041546557,11.6477585502971
Nano-Banana-Pro,77,image_077.png,0.13762309912836987,11.613641710013214
Nano-Banana-Pro,78,image_078.png,0.13763710156279754,11.61639247972973
Nano-Banana-Pro,79,image_079.png,0.13536402023960073,11.598732373224674
Nano-Banana-Pro,80,image_080.png,0.1378637478470501,11.635715611374103
Nano-Banana-Pro,81,image_081.png,0.13455352563783682,11.623383003488552
Nano-Banana-Pro,82,image_082.png,0.13515148163902402,11.647626684307246
Nano-Banana-Pro,83,image_083.png,0.12906689306414154,11.548654235986596
Nano-Banana-Pro,84,image_084.png,0.1279414392891569,11.5451158875276
Nano-Banana-Pro,85,image_085.png,0.1280780358960322,11.553551248596005
Nano-Banana-Pro,86,image_086.png,0.12835066102603873,11.53559475434676
Nano-Banana-Pro,87,image_087.png,0.13059269855172584,11.585628945956636
Nano-Banana-Pro,88,image_088.png,0.12684311167691556,11.567586245196962
Nano-Banana-Pro,89,image_089.png,0.12317791533865159,11.511260901401425
Nano-Banana-Pro,90,image_090.png,0.11800042745360356,11.422140594411887
Nano-Banana-Pro,91,image_091.png,0.11972302010033434,11.452555573745737
Nano-Banana-Pro,92,image_092.png,0.11752040799825615,11.393748213238377
Nano-Banana-Pro,93,image_093.png,0.11915537413775623,11.4158108315133
Nano-Banana-Pro,94,image_094.png,0.12005635084277787,11.442753922842705
Nano-Banana-Pro,95,image_095.png,0.12092508456061975,11.409146569381527
Nano-Banana-Pro,96,image_096.png,0.1239624031315479,11.456685141646938
Nano-Banana-Pro,97,image_097.png,0.1242346430894874,11.480582856821648
Nano-Banana-Pro,98,image_098.png,0.1259351789218627,11.49105262218522
Nano-Banana-Pro,99,image_099.png,0.12685458705820477,11.524636450577114
Nano-Banana-Pro,100,image_100.png,0.1261639451215273,11.45356832736711
Nano-Banana,1,image_001.png,0.6553505647272364,23.37689551146255
Nano-Banana,2,image_002.png,0.30410000892881695,18.200980250659033
Nano-Banana,3,image_003.png,0.2639278631812596,15.508025423338456
Nano-Banana,4,image_004.png,0.26447083645362907,14.973971124473655
Nano-Banana,5,image_005.png,0.2598317823498886,14.699238702177757
Nano-Banana,6,image_006.png,0.26282724072797764,14.558159667864967
Nano-Banana,7,image_007.png,0.2634944577397563,14.50662677967623
Nano-Banana,8,image_008.png,0.26442098686486953,14.4577468529072
Nano-Banana,9,image_009.png,0.26391273033551366,14.30975210447449
Nano-Banana,10,image_010.png,0.26646226861717387,14.256887978020174
Nano-Banana,11,image_011.png,0.2665878113081653,14.240334472939404
Nano-Banana,12,image_012.png,0.26566541101898883,14.182732159349822
Nano-Banana,13,image_013.png,0.2683204727383177,14.183217040266099
Nano-Banana,14,image_014.png,0.2727743639345429,14.121716149476448
Nano-Banana,15,image_015.png,0.27639671558747014,14.050494458566337
Nano-Banana,16,image_016.png,0.27696473935697247,13.946255434652656
Nano-Banana,17,image_017.png,0.2779506307928983,13.929375120686167
Nano-Banana,18,image_018.png,0.2833882729544914,13.943781271870137
Nano-Banana,19,image_019.png,0.28450338281995463,13.993818896925966
Nano-Banana,20,image_020.png,0.2850383277389497,13.943578931701627
Nano-Banana,21,image_021.png,0.2860048645790964,13.891409313234089
Nano-Banana,22,image_022.png,0.2876124764851853,13.800585760994025
Nano-Banana,23,image_023.png,0.28486115551747215,13.78249564584525
Nano-Banana,24,image_024.png,0.285133554606843,13.801852804754237
Nano-Banana,25,image_025.png,0.27465345007029285,13.920893336637361
Nano-Banana,26,image_026.png,0.267558489034131,13.871570271206263
Nano-Banana,27,image_027.png,0.21012711739643428,14.106842750676673
Nano-Banana,28,image_028.png,0.19295597306186543,14.100318662666325
Nano-Banana,29,image_029.png,0.19645269051267492,14.100513811844737
Nano-Banana,30,image_030.png,0.20019280436332879,14.11199772705302
Nano-Banana,31,image_031.png,0.20569778657382648,14.117817459349899
Nano-Banana,32,image_032.png,0.21428260633420862,14.101606046443408
Nano-Banana,33,image_033.png,0.2270054970671606,14.055473438985938
Nano-Banana,34,image_034.png,0.22983142796833972,14.084413015942863
Nano-Banana,35,image_035.png,0.23848031787853669,14.128559637194346
Nano-Banana,36,image_036.png,0.22522437201436957,14.127995349672588
Nano-Banana,37,image_037.png,0.23088961026015664,14.09340848228573
Nano-Banana,38,image_038.png,0.23863499370376862,14.049580082589031
Nano-Banana,39,image_039.png,0.2523227256764864,14.081511548265713
Nano-Banana,40,image_040.png,0.2645282598315785,14.07404706622064
Nano-Banana,41,image_041.png,0.27018257834073006,14.099682359999697
Nano-Banana,42,image_042.png,0.2693905932944437,14.064006933365434
Nano-Banana,43,image_043.png,0.279031568711457,14.077343154852343
Nano-Banana,44,image_044.png,0.2843756609327258,14.0489642185851
Nano-Banana,45,image_045.png,0.25628997323996316,14.064196329557497
Nano-Banana,46,image_046.png,0.23681763460356797,14.003308042203486
Nano-Banana,47,image_047.png,0.21771049651405477,13.971258792638652
Nano-Banana,48,image_048.png,0.22755926047461142,13.852437282805411
Nano-Banana,49,image_049.png,0.23038346882745064,13.768558345953124
Nano-Banana,50,image_050.png,0.2279921278798447,14.076520144656834
Nano-Banana,51,image_051.png,0.2432443271475147,14.094260390611165
Nano-Banana,52,image_052.png,0.2599210375406575,14.148114317038331
Nano-Banana,53,image_053.png,0.26641634888320576,14.133921818864208
Nano-Banana,54,image_054.png,0.23696284662593226,14.124644766419486
Nano-Banana,55,image_055.png,0.2337427617662647,14.026522644044185
Nano-Banana,56,image_056.png,0.24173118813712619,14.060941613040455
Nano-Banana,57,image_057.png,0.2637175883728211,14.06928292403239
Nano-Banana,58,image_058.png,0.27116308007671663,14.055731053760365
Nano-Banana,59,image_059.png,0.27165761641514236,14.173335527544783
Nano-Banana,60,image_060.png,0.2720264334410937,14.140924177919139
Nano-Banana,61,image_061.png,0.2726780370526087,14.136636108122065
Nano-Banana,62,image_062.png,0.27846878689823606,14.127004384953619
Nano-Banana,63,image_063.png,0.2794070950883636,14.10775172304718
Nano-Banana,64,image_064.png,0.27980103924327915,14.089333483335821
Nano-Banana,65,image_065.png,0.28208577317971856,14.051597013597423
Nano-Banana,66,image_066.png,0.2822840711745098,13.9985133318827
Nano-Banana,67,image_067.png,0.28225077918471275,13.976463890048347
Nano-Banana,68,image_068.png,0.28114459572273937,14.040301720304491
Nano-Banana,69,image_069.png,0.28506983590139046,14.075091942084644
Nano-Banana,70,image_070.png,0.26918467530369317,13.89240680059513
Nano-Banana,71,image_071.png,0.2761199923871707,13.919755251145451
Nano-Banana,72,image_072.png,0.2834102242690696,13.980298145581918
Nano-Banana,73,image_073.png,0.2918196062818065,13.987661639699828
Nano-Banana,74,image_074.png,0.2895781799081818,13.908991055096362
Nano-Banana,75,image_075.png,0.28922732642939963,13.870420104140035
Nano-Banana,76,image_076.png,0.2908241219885281,13.863008350751244
Nano-Banana,77,image_077.png,0.2956174123121643,13.848382527139067
Nano-Banana,78,image_078.png,0.2909914859498936,13.806711287737759
Nano-Banana,79,image_079.png,0.28266224416903196,13.627191154002496
Nano-Banana,80,image_080.png,0.2828280199723759,13.59878136740916
Nano-Banana,81,image_081.png,0.28309428393320946,13.533739992266163
Nano-Banana,82,image_082.png,0.28179735408831386,13.50808647062686
Nano-Banana,83,image_083.png,0.27031782662890086,13.675184299134823
Nano-Banana,84,image_084.png,0.26857356711565195,13.556135707905334
Nano-Banana,85,image_085.png,0.2671048441445539,13.475456357427248
Nano-Banana,86,image_086.png,0.26267081012031607,13.456620944179516
Nano-Banana,87,image_087.png,0.25077289371763944,13.611277731803861
Nano-Banana,88,image_088.png,0.23258951450401638,13.290754621364385
Nano-Banana,89,image_089.png,0.23642357288667545,13.391358688346829
Nano-Banana,90,image_090.png,0.2374649523643515,13.372420096316088
Nano-Banana,91,image_091.png,0.2401285573918954,13.276872629779602
Nano-Banana,92,image_092.png,0.2276746884696417,13.128754357645851
Nano-Banana,93,image_093.png,0.22503371209575806,13.069983046773519
Nano-Banana,94,image_094.png,0.2209305870897297,13.014976182418682
Nano-Banana,95,image_095.png,0.21946708598486084,13.162938481347696
Nano-Banana,96,image_096.png,0.22189310508521662,13.111305904748093
Nano-Banana,97,image_097.png,0.2252211429809618,13.133291519528406
Nano-Banana,98,image_098.png,0.23216020372402899,13.084944271017696
Nano-Banana,99,image_099.png,0.23481753919213927,13.052483855499466
Nano-Banana,100,image_100.png,0.2299690667128126,13.323741045734529
Qwen,1,image_001.png,0.9322432293255398,33.898216502854034
Qwen,2,image_002.png,0.9152122692720359,31.832383492196502
Qwen,3,image_003.png,0.8882593022590765,25.661990364903446
Qwen,4,image_004.png,0.8689740174637662,25.546959100138604
Qwen,5,image_005.png,0.8466016582119317,25.12890113637438
Qwen,6,image_006.png,0.8210278931058556,24.386644775202893
Qwen,7,image_007.png,0.7946110873687399,23.746102980227253
Qwen,8,image_008.png,0.7681100104006211,23.078290359667307
Qwen,9,image_009.png,0.7392566975300928,22.253129064708915
Qwen,10,image_010.png,0.7121913944032872,21.591548264424002
Qwen,11,image_011.png,0.6841576162974972,20.821517219567642
Qwen,12,image_012.png,0.6579068967447372,20.159824312294678
Qwen,13,image_013.png,0.6417333092522876,19.799048959656588
Qwen,14,image_014.png,0.6173468995410206,19.167151484744533
Qwen,15,image_015.png,0.5970642122608563,18.632194713490048
Qwen,16,image_016.png,0.5802206479208895,18.22702726485204
Qwen,17,image_017.png,0.560034581580235,17.74246926445452
Qwen,18,image_018.png,0.5363698449085194,17.14531774891284
Qwen,19,image_019.png,0.5182171057615023,16.762041848659564
Qwen,20,image_020.png,0.4993447504260415,16.38181164247441
Qwen,21,image_021.png,0.47893158506506045,15.955473158275064
Qwen,22,image_022.png,0.46106982213712167,15.594527630324777
Qwen,23,image_023.png,0.4434194094332325,15.255670117975624
Qwen,24,image_024.png,0.42506115226648544,14.903957019759407
Qwen,25,image_025.png,0.4040226543215082,14.567004580481411
Qwen,26,image_026.png,0.3871280728835211,14.231594295754402
Qwen,27,image_027.png,0.3708043255461971,13.932618538682899
Qwen,28,image_028.png,0.3568792957327085,13.69991432924775
Qwen,29,image_029.png,0.34206794702852833,13.439548179212814
Qwen,30,image_030.png,0.32465729897552337,13.08594266233035
Qwen,31,image_031.png,0.3093831430843832,12.849485608143548
Qwen,32,image_032.png,0.2940996524588301,12.597475186748671
Qwen,33,image_033.png,0.2809811537221681,12.395331742789033
Qwen,34,image_034.png,0.26874785739184276,12.238130187513441
Qwen,35,image_035.png,0.2572624067490094,12.066216627645636
Qwen,36,image_036.png,0.24528811681885568,11.877606994337889
Qwen,37,image_037.png,0.23349135199257554,11.702931183821017
Qwen,38,image_038.png,0.22134663751268185,11.502011726226698
Qwen,39,image_039.png,0.2109321067084794,11.336419334892158
Qwen,40,image_040.png,0.2005560234968084,11.164533503082323
Qwen,41,image_041.png,0.18886104908630294,10.968815601442543
Qwen,42,image_042.png,0.17980934343582183,10.833230008419283
Qwen,43,image_043.png,0.1702208456513556,10.662692207226154
Qwen,44,image_044.png,0.16319540806764707,10.551013816615097
Qwen,45,image_045.png,0.1542699649962332,10.394894485882899
Qwen,46,image_046.png,0.14651407102191477,10.248652517467832
Qwen,47,image_047.png,0.1392192759889573,10.150438816585588
Qwen,48,image_048.png,0.13321141037907624,10.064112339559996
Qwen,49,image_049.png,0.12766278010620946,9.965627176167391
Qwen,50,image_050.png,0.1222754890813171,9.892377438401668
Qwen,51,image_051.png,0.11678612967788203,9.792851044425557
Qwen,52,image_052.png,0.11150307636848134,9.702182314260115
Qwen,53,image_053.png,0.10695881074718937,9.631328680312846
Qwen,54,image_054.png,0.1026466705715536,9.572353684061577
Qwen,55,image_055.png,0.0980347900380713,9.497788682925126
Qwen,56,image_056.png,0.0938727205281459,9.410611116540307
Qwen,57,image_057.png,0.09006392405135849,9.351815256072445
Qwen,58,image_058.png,0.08633927981579564,9.288925148498109
Qwen,59,image_059.png,0.08303786671492631,9.229279855481566
Qwen,60,image_060.png,0.08003816144452235,9.174862190737176
Qwen,61,image_061.png,0.07705102492429962,9.111437535493181
Qwen,62,image_062.png,0.0741615671331039,9.05489088079668
Qwen,63,image_063.png,0.07174874934566747,9.009893580802558
Qwen,64,image_064.png,0.06882481798478536,8.951366164848004
Qwen,65,image_065.png,0.06652173391765728,8.913277554691879
Qwen,66,image_066.png,0.0644035026105991,8.867743698424977
Qwen,67,image_067.png,0.062178423147718494,8.823493836233636
Qwen,68,image_068.png,0.06018450209987867,8.773350687111268
Qwen,69,image_069.png,0.05839996689793576,8.74445201341824
Qwen,70,image_070.png,0.05674999320186463,8.70159227410303
Qwen,71,image_071.png,0.05502139094379323,8.666754233572687
Qwen,72,image_072.png,0.053745023803852106,8.638708745511604
Qwen,73,image_073.png,0.05252445597874139,8.6081272552892
Qwen,74,image_074.png,0.05132166171783255,8.57992293679087
Qwen,75,image_075.png,0.0501378553678751,8.5506726771285
Qwen,76,image_076.png,0.04864445311660233,8.516884595159201
Qwen,77,image_077.png,0.047547851921960156,8.493624178159253
Qwen,78,image_078.png,0.04655651832228528,8.476887878856145
Qwen,79,image_079.png,0.04518389825530054,8.441102933049683
Qwen,80,image_080.png,0.04408671036694971,8.418026920459043
Qwen,81,image_081.png,0.043186938338789886,8.401162995833102
Qwen,82,image_082.png,0.04194768106592397,8.36242698704705
Qwen,83,image_083.png,0.041227800413870655,8.34466731806954
Qwen,84,image_084.png,0.04051870259229328,8.319682802046295
Qwen,85,image_085.png,0.03967344395101132,8.292568628845116
Qwen,86,image_086.png,0.03907122706063204,8.271837237942284
Qwen,87,image_087.png,0.03845972239401155,8.257030480656054
Qwen,88,image_088.png,0.03770752334338919,8.225650887784207
Qwen,89,image_089.png,0.03687604284040247,8.206618743984793
Qwen,90,image_090.png,0.03649085828324303,8.196431605206667
Qwen,91,image_091.png,0.03587731955872556,8.170632054560464
Qwen,92,image_092.png,0.03542808054663535,8.163306162618891
Qwen,93,image_093.png,0.034971923089591246,8.149587936209887
Qwen,94,image_094.png,0.03462892896049935,8.133943276116412
Qwen,95,image_095.png,0.034176568269133706,8.120743636365882
Qwen,96,image_096.png,0.03360133938615815,8.102858701975356
Qwen,97,image_097.png,0.033173543149825235,8.088356000303373
Qwen,98,image_098.png,0.032801631722633964,8.08174567003995
Qwen,99,image_099.png,0.03234402148752233,8.06498010982122
Qwen,100,image_100.png,0.03195848824602559,8.051101141651442
SeeDream,1,image_001.jpg,0.756023065625702,25.53652368056175
SeeDream,2,image_002.jpg,0.6828773758520618,23.231492756865034
SeeDream,3,image_003.jpg,0.6230886509542696,20.976318322409988
SeeDream,4,image_004.jpg,0.5753680140540024,19.862236409556296
SeeDream,5,image_005.jpg,0.21285928120190534,13.094677868628215
SeeDream,6,image_006.jpg,0.22224764879514516,12.999024508234838
SeeDream,7,image_007.jpg,0.22291408861200562,12.728654520225142
SeeDream,8,image_008.jpg,0.23038557213435834,12.621765398533052
SeeDream,9,image_009.jpg,0.22861085511852242,12.255185843750542
SeeDream,10,image_010.jpg,0.22033621143040533,11.846082370356253
SeeDream,11,image_011.jpg,0.22622834067386002,11.606363824884445
SeeDream,12,image_012.jpg,0.2313949017217057,11.470195661435735
SeeDream,13,image_013.jpg,0.230518936588556,11.153494862435684
SeeDream,14,image_014.jpg,0.2357048333403104,10.975866503312105
SeeDream,15,image_015.jpg,0.2307948932914023,10.449098460354145
SeeDream,16,image_016.jpg,0.2358342734020525,10.569607751976102
SeeDream,17,image_017.jpg,0.23885078893542275,10.171294738466646
SeeDream,18,image_018.jpg,0.24647220123371827,9.762002973867652
SeeDream,19,image_019.jpg,0.2454954593463816,9.850504447083015
SeeDream,20,image_020.jpg,0.25387358763385776,9.536732947463431
SeeDream,21,image_021.jpg,0.274351817232968,9.090197433555744
SeeDream,22,image_022.jpg,0.2852125274545336,8.916601183163413
SeeDream,23,image_023.jpg,0.2707998810714896,8.365315570608269
SeeDream,24,image_024.jpg,0.2744666304873483,8.321003593499631
SeeDream,25,image_025.jpg,0.28279539019653743,8.273962274076457
SeeDream,26,image_026.jpg,0.2816448647229692,8.361981019820096
SeeDream,27,image_027.jpg,0.26851738876278386,8.349369292980448
SeeDream,28,image_028.jpg,0.277790065071676,8.155145305411132
SeeDream,29,image_029.jpg,0.2649578834296811,8.312878731349869
SeeDream,30,image_030.jpg,0.27285781201201215,8.127367782567417
SeeDream,31,image_031.jpg,0.2794538469509174,8.014965876930637
SeeDream,32,image_032.jpg,0.2756491066428514,8.335950725571097
SeeDream,33,image_033.jpg,0.26955685282834535,8.306010730786177
SeeDream,34,image_034.jpg,0.28824897946772726,7.996784300449122
SeeDream,35,image_035.jpg,0.22715479561469548,8.722728887462823
SeeDream,36,image_036.jpg,0.2854199087740295,8.446399933284525
SeeDream,37,image_037.jpg,0.2933878468317192,8.045549987310501
SeeDream,38,image_038.jpg,0.3020642957974737,7.882002031291796
SeeDream,39,image_039.jpg,0.2977315903370095,7.8425593761688575
SeeDream,40,image_040.jpg,0.24139857446375576,8.025780184606154
SeeDream,41,image_041.jpg,0.26145858323145615,7.924973859789635
SeeDream,42,image_042.jpg,0.27332659931619374,7.854068215061546
SeeDream,43,image_043.jpg,0.2730938848038302,7.863763858163898
SeeDream,44,image_044.jpg,0.28097644507715597,7.7340871016004185
SeeDream,45,image_045.jpg,0.2714366405849391,7.735925422521141
SeeDream,46,image_046.jpg,0.2830616718504855,7.708350127611972
SeeDream,47,image_047.jpg,0.29730427761826844,7.5640630917606755
SeeDream,48,image_048.jpg,0.2813431672166642,7.728655644469536
SeeDream,49,image_049.jpg,0.2768466208137031,7.887678519674621
SeeDream,50,image_050.jpg,0.270913158450174,7.871493590450653
SeeDream,51,image_051.jpg,0.2762404859033244,7.777356902038531
SeeDream,52,image_052.jpg,0.28259720371741354,7.766677966538448
SeeDream,53,image_053.jpg,0.28553684898942866,7.739983485498963
SeeDream,54,image_054.jpg,0.2903116181410812,7.6100258470338975
SeeDream,55,image_055.jpg,0.2856896372464441,7.706103783420773
SeeDream,56,image_056.jpg,0.29292934683946303,7.595564013556989
SeeDream,57,image_057.jpg,0.30181935839619095,7.560115487154945
SeeDream,58,image_058.jpg,0.20850173158606336,9.21534591550753
SeeDream,59,image_059.jpg,0.21338124111493198,8.803971616467228
SeeDream,60,image_060.jpg,0.2197767708467771,8.566365943692759
SeeDream,61,image_061.jpg,0.2349013020101557,8.337411409925707
SeeDream,62,image_062.jpg,0.2512929554851232,8.09365945120146
SeeDream,63,image_063.jpg,0.2547237205290766,8.053848692547467
SeeDream,64,image_064.jpg,0.2582197609660011,7.965072398712097
SeeDream,65,image_065.jpg,0.2654913891704205,7.962901630981913
SeeDream,66,image_066.jpg,0.2660837245457476,7.843206095209652
SeeDream,67,image_067.jpg,0.26396926216011785,7.874824478526996
SeeDream,68,image_068.jpg,0.2688521761263247,7.792646710372009
SeeDream,69,image_069.jpg,0.2766391372901565,7.712929682649659
SeeDream,70,image_070.jpg,0.28314012185350357,7.681578548942243
SeeDream,71,image_071.jpg,0.28315414213736195,7.708950256013481
SeeDream,72,image_072.jpg,0.27877584650358095,7.682441987296023
SeeDream,73,image_073.jpg,0.21369507915004546,9.157334362526731
SeeDream,74,image_074.jpg,0.21974049727710904,8.963895950168071
SeeDream,75,image_075.jpg,0.227030188425492,8.784123632440163
SeeDream,76,image_076.jpg,0.2369274389181169,8.735507543636981
SeeDream,77,image_077.jpg,0.2435475283661507,8.687537036323162
SeeDream,78,image_078.jpg,0.24203333024733784,8.650703979349517
SeeDream,79,image_079.jpg,0.24505043750143352,8.715055493768425
SeeDream,80,image_080.jpg,0.25195377640639105,8.782430797778328
SeeDream,81,image_081.jpg,0.2522502133750384,8.702826185003525
SeeDream,82,image_082.jpg,0.25082775470762775,8.656623963100117
SeeDream,83,image_083.jpg,0.25115082853296494,8.673259750688693
SeeDream,84,image_084.jpg,0.24390130090499812,8.64867826162522
SeeDream,85,image_085.jpg,0.24680344553549602,8.648177704560183
SeeDream,86,image_086.jpg,0.25020313956356716,8.662371374789778
SeeDream,87,image_087.jpg,0.25327769731369676,8.568473626674425
SeeDream,88,image_088.jpg,0.24891239665126266,8.574955552074023
SeeDream,89,image_089.jpg,0.23680316597205184,8.654915144469623
SeeDream,90,image_090.jpg,0.22924407529961763,8.639427413942673
SeeDream,91,image_091.jpg,0.19367856056818786,8.634441146385306
SeeDream,92,image_092.jpg,0.18167007679477626,8.519632860623368
SeeDream,93,image_093.jpg,0.1743337912133834,8.454764489285234
SeeDream,94,image_094.jpg,0.1742644458849311,8.475480244577973
SeeDream,95,image_095.jpg,0.17096397283335713,8.556763145420627
SeeDream,96,image_096.jpg,0.16848766588027111,8.481669661950166
SeeDream,97,image_097.jpg,0.16555640487745285,8.423217208924468
SeeDream,98,image_098.jpg,0.15314132661907606,8.329589521369456
SeeDream,99,image_099.jpg,0.14757320317494205,8.287503310892156
SeeDream,100,image_100.jpg,0.14466225602571292,8.267969402212143
